"ID","Joke"
30909,"And then God said: Let women have infallible memory. But technology said: And screenshots, just in casies."
30910,"I'm just saying, if I were a bomb maker, I would make all the wires the same color."
30911,"""I'm THIRSTY!"" ""Can I have a drink?"" ""DAAAAAAAAD!"" ""I WANT WAAAAAAAAAAAAATER!"" See? My son can turn water into whine, too. Your move, God."
30912,"Shout out to sidewalks. Thanks for keeping me off the streets."
30913,"Hello 911. ""He's back what do I do?"" Brent? ""Yes"" It's the just the mailman remember ""Ok, sorry."" Bye ""Wait, he put something in my mailbo"
30914,"It's not condescending if they're stupid."
30915,"I've been told I can be a bit condescending. That means I talk down to people."
30916,"If we make guns illegal, then nobody will get shot anymore. That's how we stopped everybody from doing drugs"
30917,"My wife said she wants to be treated like gold on her birthday. Apparently, locking her in the safe wasn't what she had in mind."
30918,"build a man a fire and he'll be warm for a day. set a man on fire and he'll be warm for the rest of his life."
30919,"Long story short, hitler beat me up and has my time machine."
30920,"""Knock knock"" Who's there? ""Russia"" Russia who? ""Get out of the house. I live here now."""
30921,"Carpenter ants are bullshit, I left a whole box of ikea furniture here, all they did was carry off my watermelon and steal a picnic basket"
30922,"4 said he went potty and I asked if it was number one or number two. He said number 7, and now I'm terrified to go into the bathroom."
30923,"Remember when mowhawks meant you were a tough punk rocker? Now they just mean that you're 3 and your parents are idiots."
30924,"I bet aliens would visit us more if Will Smith didn't punch them in the head as soon as they got here."
30925,"My signature move is asking a co-worker wearing a suit on dress down Fridays, ""how did the job interview go?"" in front of everyone."
30926,"I watched her squeeze into the booth, finish 3 Egg McMuffins, & stand-up. ""My knees are killing me, it must be the cold weather,"" she said."
30927,"Real House Wines."
30928,"Some people say I hang out with the wrong crowd. They're always like ""Hey man we're over here you don't even know those people."""
30929,"*at the pharmacy* I WOULD LIKE THE PILLS THAT ALLOW ME TO CONTROL BIRTH *pharmacist blinks* GIVE THEM TO ME, SORCERER"
30930,"If a man strikes you on one cheek, turn to him the other. Then, having shown yourself impregnable to cheek attack, beat the crap out of him."
30931,"Wife: My family is coming over. Me: ....? Wife: PANTS! PUT ON PANTS!"
30932,"Not having any friends means I'm always the pretty one."
30933,"I miss you like an idiot misses the point."
30934,"One man's girlfriend is another man's Twitter password."
30935,"Hey guys with the super loud mufflers on their cars. I used to put a baseball card in my bicycle wheel spokes. I was 12."
30936,"Jesus, take the wheel. Carlos, you take the stereo & I'll take lookout."
30937,"If spiders ever figure out how to become ghosts, we're screwed."
30938,"This one time, I got kicked out of the audience of ""Cats"" on Broadway for bringing a laser pointer."
30939,"*puts dreamcatcher above bed* ""Sure hope this works"" *wakes up in the middle of the night* *Ryan Gosling is stuck in dreamcatcher* ""YES"""
30940,"Les Miserables was pretty good but I wish I'd had some kind of warning that everyone in it would be so unhappy."
30941,"You washed your hands? Be honest. Your hands washed each other, and you just watched like a sick freak."
30942,"I just bought an answering machine! What should I ask it???"
30943,"Don't get why guys complain about ""sleeping on the couch"" I pay good money to sleep on the couch, but I wish the shrink would shut up."
30944,"How to make microwave popcorn: 2 minutes 27 seconds-half bag popped. 2 minutes 29 seconds-MICROWAVE ON FIRE."
30945,"*Running late *Light turns green but car in front wont go *About to honk when reads bumper sticker: honk if you love disco *Is late for work"
30946,"Just wrote ""58008"" on my calculator app and when I turned it upside-down, it auto-orientated back to the right way up. I hate the future."
30947,"Sorry I yelled ""April Fool's"" while you were proposing to your girlfriend."
30948,"Whenever I hear someone call my name, my first instinct is to walk faster"
30949,"Job interview: - Good morning - Good morning - Have you got a twitter account? - Yes - Ok, thanks for your time. We'll get back to you"
30950,"Neighbor: Awww! She's adorable! What is she? Me: A dog. Duh. Neighbor..."
30951,"This is Eric's wife. He accidentally left the house without his phone. TELL ME EVERYTHING."
30952,"I am the King of the Universe and I have a son and he occasionally appears on grilled-cheese sandwiches. #yup"
30953,"Told my dog I was feeding him only natural, holistic food. Not sure he could hear me over slurping of water from toilet."
30954,"My girlfriend and I were having sex so loud we woke up the whole house. My wife was furious."
30955,"I feel like Frosted Flakes gives kids an unreasonable expectation of how friendly tigers are when you try to feed them a bowl of cereal."
30956,"Power Rangers taught me that the way to solve a problem is to pose in front of it aggressively until it explodes"
30957,"The main problem with gay marriage is when two men hold the knife to cut the cake they will be too strong and cut through the plate & table."
30958,"my husband...just pointed out d new strands of hair growing under my chin..... someones not getn laid tonight."
30959,"Dang girl are you the old lady from Up, because I've only been here for like 5 minutes and you're already gone."
30960,"""Once we come down off this wall we'll be on the lam. That means we're fugitives, laying low, on the run..."" - condescending con descending"
30961,"So when a couple gets engaged on Facebook for April Fools it's okay to comment ""hahaha"" but the rest of the year it's rude??"
30962,"Tattooes turn an average man into a man to look twice at. If i see ink i know he can handle pain....and that works for me, cause I'm a pain."
30963,"Got a passcode lock that takes a picture whenever someone tries the wrong code to look in my phone. I now have fifty pictures of drunk me."
30964,"Five out of six people enjoy Russian Roulette."
30965,"Make your own bacon by tricking a pig into running headlong through a harp."
30966,"The hay in baby Jesus's manger came from Christian Bales."
30967,"I'v been catfishing my best friend Dave for the last 3 weeks. He's gunna pay me that $50 he owes me or I'm showing these emails to his wife."
30968,"Cologne - because people shouldn't have a choice whether or not they want to smell you."
30969,"Wanna know what it's like being married? Chain yourself to a wild animal. Now kick the animal."
30970,"Misinterpreted some rabbit prints in the snow and told my scout troop to look out for babies running at 35mph."
30971,"Arcade Fire: great band / nerd way to die"
30972,"*interrupts dinner ""IS THAT CLOCK REALLY YOUR GRANDFATHER!?"""
30973,"There's 3 ways to get something done: do it yourself, hire someone or forbid your kids to do it."
30974,"Perhaps Nicki Minaj just lost a series of bets."
30975,"When my child is born I'll paint flames on him so when I stand with the other parents at the nursery I can say ""Thats my son. The fast one."""
30976,"""Let there be me."" God, just before he created himself out of nothing."
30977,"My wife set up a spycam and found out my sons ""speech impediment"" was from 5 years of me talking to him in Borat voice while she was at work"
30978,"""Of course you're the prettiest girl here, you just need to talk louder"" - alcohol"
30979,"I hope the people that monitor my sleep study tonight like watching a man scratch his taint."
30980,"Hi, I'm Brandon and I'll be your hater this evening. Our specials tonight are ""ur mom"", ""lol own3d"", and ""u mad bro lol u mad?!??!"""
30981,"In space, no one can hear your spouse chew."
30982,"Guide to making everyone hate you: Step 1) Turn your hat backwards"
30983,"my son just asked me where do pizzas come from adn has yet to ask me where do babeys come from. thats my boy"
30984,"Remember to look both ways before crossing a woman."
30985,"Babe, can u vacuum a Chess board into the carpet again? the guys r here for a lifesize game *guys standing around in armor & kings outfits*"
30986,"""Well, I guess I'll stagger around, speak gibberish, & touch all the shit I'm not supposed to while you get irritated."" Drunks & toddlers."
30987,"How to be a Canadian: 1) Love hockey 2) Use good manners 3) Drink Tim Hortons 4) Live in a igloo 5) Hunt moose with stick"
30988,"It's not sex until you walk away with a nose bleed, and the Eye Of The Tiger song is still playing in your head."
30989,"My wife puts her pants on just like everyone else, but when she gets one leg in I push her over while she's off balance."
30990,"Only attractive people that get laid all the time troll people on the internet. Everybody knows that."
30991,"DIET TIP: You are what you eat. Do you really want to be celery? C'mon. Not even celery wants to be celery."
30992,"what idiot called it the sun instead of a space heater?"
30993,"The guy who made my sandwiches told me Have Fun as he handed them to me. Not sure what he thinks I was gonna do wit them"
30994,"I have always been suspicious of Wendy's hamburgers because they are square; much unlike the round hamburgers one finds in nature."
30995,"""Everything else tastes like us. Why do we need to die?"" -chickens"
30996,"Hair pulling during sex is hot unless the whole wig comes off."
30997,"Hit 1,000 followers and a 100 star tweet on the same day! Do you know what that means?! 900 of you don't read my shit."
30998,"When my 9 year old gets off the phone with his girlfriend, I'm going to ask him for some dating advice."
30999,"When a Honda Element crashes into another Honda Element it becomes a Honda Compound."
31000,"If he doesn't return your texts, it's because he's busy leaving his wife for you. Obviously."
31001,"*walks into lift* Guy: going down? Me: I'll need a first date for that. *silence* *doors open* Dammit Twitter!"
31002,"Wanna screw with your idiot friends on Facebook? Post that Obama passed a law to stay in office a third term this morning. Praise Jesus."
31003,"""Half a dozen"" because saying '6' is way too long... >_<"
31004,"Nurse: It's just a little prick.. Me: That's what my gf said! N: Ha M: Haha N: HAHA M: HAHAHA! N: You don't have a gf, do you? M: No."
31005,"*walks into the hottest restaurant w/out a reservation* We're fully booked ""Ahem, I'm Yelp reviewer TURDBONER69"" Sorry sir right this way"
31006,"""You lie like a doge!"" I tell my wife. ""So deceit!"" I add. ""Very fraud!"" I mention. ""Much fiction!"" I point out. ""Wow,"" she says."
31007,"""Kids are great when you need help around the house."" - People who don't have kids"
31008,"Robin: ""Let me drive the Batmobile!"" Batman: ""Never. I'd rather let Superman."" *wall breaks down* Superman: ""OMG really??"" Batman: ""No."""
31009,"I adopt cats because I can't have any of my own."
31010,"""Morning guys"" ""HOLY SHIT IT'S SUPERMAN!"" - Clark Kent's first day at work wearing contact lenses"
31011,"if you're ever worried there's an intruder in your house, shout 69 down the stairs. if no one laughs, there's no one there"
31012,"The waitress asked if I was done with that, I said yes but I'm married to it."
31013,"This bartender doesn't know it yet, but she is probably going to make me 36 hours late for work tomorrow."
31014,"My favorite part of the Bible is when God gives humans free will, then kills them with a flood because they didn't act the way he wanted."
31015,"Thanks, but it's spelled ""sexiest"", not ""sexist"". Stupid woman."
31016,"How'm I going to 80's montage myself out of this one?"
31017,"a bird doesnt sing becuase it has an answer. it sings becuase birds are jerks who like to hear the sound of their own voice"
31018,"What idiot named it balding & not vanishing into thin hair"
31019,"ladies say I'm a hamster in the sheets because I squeal when I'm uncomfortable and I leave small pellets in the bed"
31020,"wife's facebook post: so proud of 8, he's trying so hard in school! mama loves you! wife's text to me: he failed gym. gym!! i need a drink"
31021,"Note to self: Next time your migraine specialist asks ""How's your head?"" Don't reply with ""No man has ever complained."""
31022,"My girlfriend went to the dentist for a cavity. It's odd since she spends so much time in the bathroom with her electric toothbrush."
31023,"""Oh shit I murdered someone"" ""You should turn yourself into the police"" ""Great idea!"" *puts on badge and hat* ""Looks like a suicide to me"""
31024,"My ex GF turned out to be anorexic. Gradually I just saw less and less of her."
31025,"My April Fools day joke blew up in my face. I threatened divorce. My wife agreed."
31026,"Guns don't kill people. Girls who get tagged in a photo before they get a chance to see it kill people."
31027,"Pancake in Spanish is panqueque, which translates back into English as *does raise the roof motion* bread whaaaat whaaaat"
31028,"E-Cigs. The great taste of water vapor, the cool look of blowing a flashlight."
31029,"Damn Shakira is doing Activia commercials too now. With all that belly dancing, you'd think she'd be able to shit. Who knew."
31030,"""Hey, man, just called to see when you're going to commercial. Now? Ok, us too."" -Radio Stations"
31031,"The sincerest form of flattery is having a robot from the future sent back in time to kill you. Imitation is a distant second."
31032,"When I'm in a bathroom stall, please don't yell ""Oh my God oh my God there's a guy in here!"" Respect my privacy."
31033,"""Excuse me, waiter? Can I get a doggy bag"" ""Sorry ma'am, we only have Doge bags."" Much leftovers So pasta Very taking home Wow reheat at 350"
31034,"*licks stamp* hmmm tastes weird *mails letter* hmmm mailbox had wings *drives home on flying monkey* hmmm that wasn't a stamp"
31035,"My favourite breed of dog? Good question, thanks for asking. Either a corndog or a hotdog."
31036,"HEY PIGS STOP TRYING TO SWALLOW ENTIRE APPLES YOU KEEP DYING"
31037,"Realized it was time to seek help for my Twitter addiction after I opened a carton of eggs and said ""Oh look, 12 new followers!"""
31038,"God, grant me the serenity to accept the things I cannot change & the strength to lift a car over my head. Saving the third wish for later."
31039,"""Sir... your family is dead. APRIL FOOLS!!!! Kidding!!! Your son made it! He's in a coma! OMG You shoulda seen your face!"" - Worst ER doc"
31040,"Son, I found some drugs in your backpack ""Dad I swear they're not mine"" DAMMIT SUSAN, THEY ARENT HIS. 1st time we were proud and you blew it"
31041,"My signature move is not caring which one yours is."
31042,"my signature move is yelling ""where in the fridge?!"" and ""i don't see it!"" until my mom comes and finds the applesauce for me"
31043,"*wife looks through my phone *divorces me 8 times"
31044,"My girl must be planning a big April fools joke or something. She's been agreeing w/ me all morning. Either that or she got mad cow disease."
31045,"If you have a tattoo on your head, you've lost the right to ask me what I'm looking at."
31046,"I'm terrified to death of someone stealing my identity and improving my credit"
31047,"my Playstation got stolen... i have no one to console me."
31048,"...her name was April, and her only son went on to become a comedian but everyone just called him: April's fool."
31049,"pay no attention to the pizza being delivered to the bush outside your bedroom window.."
31050,"If my husband asks, we took a lit course together in college"
31051,"After they got married she even put his truck nuts in a jar."
31052,"don't eat yellow snow is a pretty sound rule but i would warn against eating any kind of weather"
31053,"How to flirt: 1. Giggle 2. Apply lip gloss 3. Look down coyly 4. Realize you applied concealer 5. Fall off barstool"
31054,"""Do you know why I pulled you over?"" ""You thought I'd like your pretty lights?"" ""Recite the alphabet backwards"" ""I can't even do that sober"""
31055,"I dated a woman once. Most confusing twenty minutes of my life."
31056,"Do I still have feelings for my ex husband? Yes. I think ""stabby"" is a feeling, right?"
31057,"A couple who are silly together stay together."
31058,"Having a toddler is like harboring a bipolar, schizophrenic, incontinent, adorable, tiny dictator."
31059,"Dear America: it's called English for a reason. They invented it. It's not ""English"" spelling. It's correct spelling... This is a subtweet."
31060,"""I really should buckle down and get my rap album going"" -Me, every time I drink"
31061,"3 out of 4 voices in my head want to sleep. The other wants to know if penguins have knees."
31062,"How to kill two birds with one stone: Step 1: throw a stone at a bird Step 2: go pick up that stone Step 3: throw it at another bird"
31063,"Turned off my lights for ""earth hour"". I've never had so many other cars honking at me."
31064,"Are you a cat person or a person person?"
31065,"i have been told spending the night in this haunted house will grant me immunity from being pranked or fooled on the april fool day"
31066,"I wonder if clouds ever look down on us and say ""Hey look...that one is shaped like an idiot""."
31067,"The movie Noah would be more entertaining if it was combined with Sharknado."
31068,"Sorry I was staring at your nachos while you were talking about your painful divorce"
31069,"At the very highest level of karate, they give you pants that fit so you no longer need a belt."
31070,"You've just made a very lazy enemy my friend."
31071,"*Aims for the moon* *hits curb*"
31072,"The easiest way to get over someone is with a steamroller."
31073,"Animals that lose their tails visit the retail store."
31074,"Ladies, if a guy tells you ""Leggings aren't pants,"" tell him ""You're welcome."""
31075,"In the Walking Dead how and when does the cop guy find time to clean, iron, and press his uniform during the zombie apocalypse?"
31076,"As new head of Westboro Baptist Church, I'm expanding who God hates. To start: delivery guys, vegetarians, and people who do Sudoku."
31077,"Y'all are gonna be sorry when I figure out how to breed spiders and bees and my army of ""spees"" is stingin' and bitin' you and shit"
31078,"Anyone that says there are no stupid questions has never had to explain to a 5 year old why there are no pink bananas 267 times today."
31079,"sorry I didn't answer when you called, I had 6 Peeps in my mouth"
31080,"It's like the people who drive Smart cars don't even realize that other cars are an option."
31081,"I sleep with a water gun near my bed, in case of cat burglar."
31082,"College is expensive, BUT your student ID saves $3 at the movies. So really it pays for itself if you go to the theater 30,000 times."
31083,"I just picked a Chapstick up from my bedside table, spent 30 seconds trying to get the lid off with my teeth, then realized it was a battery"
31084,"In Hell, you're surrounded by people saying 'suposably' and 'irregardless.'"
31085,"I don't get why he counts the beer before he leaves to work... There's never any left when he comes home. Idiot."
31086,"Wait what do you mean Jesus loves me? Did he say something to you? OMG I'm freaking out right now tell me his exact words."
31087,"Relationship status: using the middle stall so someone has to sit next to me."
31088,"Just heard Justin Bieber vowed not to return to the UK after his disastrous tour here. Well done the UK. Well done."
31089,"It's ok to laugh during sex...just don't point."
31090,"She died doing what she loved best, making toast in the bathtub."
31091,"And for my next trick I'll be pulling the rug from under your feet ~Life"
31092,"Mathematics is the only place you can buy 60 watermelons and no one questions you"
31093,"She ran her fingers through my hair and pulled hard. I wanted to ask her to do it harder - but probably inappropriate for the hair salon."
31094,"The closest I've come to a threesome is watching my wife and the nurse roll their eyes at the same time while I'm getting weighed."
31095,"Some dude was bragging about his brother being a navy seal and it's like...I don't care what colour he is, why is your brother a seal"
31096,"Its real cute how pedestrians confuse ""right of way"" with immortality."
31097,"My gf told me that I punched her in the face while I was sleeping last night. I apologized because I totally remember being awake for that."
31098,"My grandfather wanted to stay fit when he turned 60 so he decided to start running a mile a day. He's 65 now and we don't know where he is."
31099,"Why don't they just get Jehovah's Witnesses to deliver the mail?"
31100,"""I literally can't even!"" -- White girl hanging a picture"
31101,"""This is the police! Put your hands up where I can see 'em!"" ""But I can't-"" ""Now!"" *t-rex panics*"
31102,"I used to accidentally hold hands with strangers I mistook for my dad. It's slightly weirder now that I'm in my 20s and doing it on purpose."
31103,"My dad just called because he was thinking of me & loves me. And THAT'S why I never danced on a pole. Well, that and I got too dizzy."
31104,"I literally never cry, so my body makes up for it by leaking out of different places. My doctor says it's called ""peeing"" what a dumb idiot."
31105,"Hey movie villains - make a bomb where the wires are all one color."
31106,"My favorite machine at the gym is the one you put change in and snacks come out"
31107,"Therapist: Alright, let's start at the beginning Me: *Sighs* I guess it all really started when I wasn't born a centaur"
31108,"""What aisle has the milk?"" ""Sir, this is a library."" *whispers* ""What aisle has the milk?"""
31109,"If you love something, set it free. If it returns, it probably can't pay its student loans."
31110,"""There's approximately a 50% chance there will be weather today."" -meteorologists"
31111,"We get it, Japan. All of your cats can skateboard."
31112,"She's got a great personality! It's the other 6 personalities that I'm worried about...."
31113,"Hubs: You didn't do anything today did you? Me: I did the dishes. Hubs: There was only one. Me: Fine I did THE dish. Happy?"
31114,"Pretty much the only time I WANT to hear about your ex is if she's standing behind me with a weapon, other than that I'm good."
31115,"Wait just a minute! You're not Jennifer Aniston! Oh, you got me with that avi. Well played. I knew it was to good to be true."
31116,"What doesn't kill you makes you stronger. Except marriage, marriage will kill you."
31117,"Heard my ex tell one of his friends I was a stalker. Almost made me mad enough to come out of his closet and give him a piece of my mind."
31118,"*Nurses dump cooler full of blood on surgeon after successful surgery*"
31119,"When I order pizza online, in the ""Special Instructions for the Driver"" box, I put ""Tell me I'm a pretty princess"". And they do. And I am."
31120,"I'm sorry I put a collar on your baby. I thought it was a Pug."
31121,"When listening to skinny girls talk about losing weight it's perfectly reasonable to battle cry then karate chop their tiny stomach's."
31122,"This guy at work always looks down my blouse. So im going to put a piece of popcorn in there to see if he points it out."
31123,"If someone asks for advice, just tell em to follow their heart. No idea what that shit means but at least they're not talking to you anymore"
31124,"The ONE time I actually want to say ""duck"", damn you autocorrect! ""Sorry again! I'd love to join the preschool field trip to the DUCK pond"""
31125,"My neighbour left her outdoor stereo blaring & went out for the night. I now have a set of speakers for sale, minus the wires. Call me."
31126,"The only thing left for CNN to do is drop Wolf Blitzer in the Indian Ocean and see how long it takes to find him."
31127,"If people winked in real life as much as they do on the Internet, the world would be about 542.67% creepier."
31128,"I just want to hug this out. With my hands around your neck type of hug. What I mean is, I want to strangle you."
31129,"Me: GUESS WHO BOUGHT A MEGAPHONE? Neighbour: Get out of my house! Me: You're not even guessing."
31130,"Meant to tell my daughter ""Good night, I love you,"" but it came out as ""Thank god you go back to school on Tuesday because this is bullshit"""
31131,"Your first mistake was wearing heels in this dodgeball tournament, Jason. The second was thinking that they went with that dress."
31132,"Me: Ohhh, MARITAL arts workshop...now I really feel stupid in this karate outfit. Wife to therapist: Do you see what I'm dealing with here?"
31133,"I'm not saying you started that fire, Billy Joel; I'm just saying that innocent people don't write songs to defend themselves."
31134,"i like how at this walmart they put baby food products in the checkout lane. like oops thats right i have a baby to feed"
31135,"Just bumped into Gloria Gaynor's ghost! At first I was afraid, I was petrified."
31136,"God's son died single, but he'll help you find your match on Christian Mingle."
31137,"What I've learned from twitter is that if I tell a joke to 1,300 people, at least 2 will laugh."
31138,"HEY GRAPEFRUIT, know what else is a grape AND a fruit? GRAPES. yeah. so get your own name you citrus idiot"
31139,"Watched the movie Gravity tonight. Didn't see as much gravity as I expected. Two thumbs down based on that."
31140,"When I'm CEO of Subway, employees will no longer be called ""sandwich artists."" They will be ""sub humans."""
31141,"UK - We call it Autumn, from the French word ""autompne"" and later, the Latin ""autumnus"" USA - WE CALL IT FALL BECAUSE LEAF FALL DOWN"
31142,"People who automatically say it will get better without actually knowing what the problem is... is why there are bodies buried in my yard"
31143,"""Waaaah, my boyfriend is a jerk, but I'm gonna tell twitter instead of him because I have the communication skills of a sea anemone."""
31144,"OMG! My boss has choked on his sandwich and stopped breathing!! Should I call an ambulance? Its been 16hrs.. I didn't wanna make a fuss."
31145,"Do you like Taco Bell? Then you'll LOVE real food!"
31146,"I admire women with the restraint to draw on their eyebrows. I wouldn't be able to stop until I'd added glasses and a moustache."
31147,"*Watching YouTube videos* Boss: What are you watching? Me: .... Boss: ... Me: Church? Boss: That's a dog on a unicycle. Me: Praise The Lord!"
31148,"Her: Do you kik? Me: Like rocks? Her: ......."
31149,"""Why have a ballroom, with no Balls?"" -Disney's Frozen I paused the movie to tweet this..."
31150,"On our way to husbands vasectomy he asks *do you think they'll want me to remove my socks?*. I don't know what he thinks is about to happen."
31151,"Coworker: What's your phone number? *looks up from phone* Me: I don't have a phone. *looks down at phone* Coworker...."
31152,"Maybe cologne should come with a two sprays a day lock on it."
31153,"Is it wrong, to put people on your bucket list?"
31154,"*Sees dead cat on the road. Walk it off buddy, you got 8 more."
31155,"If you find a fry on the floor and you don't share it with me, we can't be friends. Don't touch me. Monster."
31156,"What happens in Vegas stays on Facebook, Instagram, YouTube, Vine, and medical records."
31157,"""we're out of bread"" ""ciabatta be kidding!"" [waiter takes out gun] ""make another bread pun and ur toast, pal... shit"" [i take out my gun]"
31158,"My doctor says I should lose 10 lbs and work out more. But why? Spanx launched a men's line."
31159,"He died doing what he loved: being alive"
31160,"Hipsters is what happens when you tell every child they're special."
31161,"all my dance moves look like i'm trying to tell the guy on first base to steal second"
31162,"I ran a whole 5K and didn't even eradicate cancer"
31163,"Looks like I'm finally going to meet my twitter crush, don't know if I should diet or let him find out the hard way Im good w camera angles"
31164,"My 6 year old found the duct tape and now nothing in my house moves."
31165,"Just saw the first duckface of Spring."
31166,"game of thrones is such a cool show. they should make a book out of it. [props a stick under a box to capture all the nerds that respond]"
31167,"Boss: why do you deserve this promotion? Me: goes into very in depth pointless rant B: what drugs are you on? Me: good ones *leaves*"
31168,"Airport moving sidewalks are great for when you only want to feel like George Jetson for 10 seconds before you're back to Fred Flintstone."
31169,"New Subway rule: You must give the person in front of you a wedgie if they take more than 5 seconds to choose what kind of bread they want."
31170,"Dang girl, are you an unreliable scientific claim? Because imma need you to BACK THAT UP"
31171,"Person is typing... Person is typing... Person is typing... Person is typing... Person is typing... Person is typing... Person says: hi"
31172,"Axl Rose: Where do we go? Me: Left Axl: Where do we go now? Me: Straight. Axl: Oh, where do we go now? Me: Damn it, Axl, let me drive!"
31173,"Me: What are you up to? Her: I'm making Chinese. Me: Cloning's unethical. Hahaha just kidding. Make me a math tutor."
31174,"Does it creep anyone else out that Donald Duck eats a turkey dinner on 'Once Upon A Christmas'? Isn't that a form of cannibalism?"
31175,"When I said I wanted to take it slow, I meant your life."
31176,"It was awkward when she said, ""And yet your feet are so big."""
31177,"""This isn't my first rodeo"" -Guy at his second rodeo"
31178,"I eat boiled eggs, cabbage, and baked beans before the in-laws visit. They never stay long."
31179,"Squirrels run around like they're being chased. Nobody cares about you. You live in tree. Get a job"
31180,"How To Get Rich: 1. Place a Swear Jar next to Samuel L Jackson. 2. Empty it the next day. 3. Become a millionaire."
31181,"I just pooped my pants in the elevator. I'm taking this shit to a whole nother level."
31182,"Excuse me, ma'am. Your car doesn't make you invisible, but I am super impressed by how far you just got your finger up your nose."
31183,"This ""violence in the workplace"" seminar is only teaching us what we shouldn't do. No fighting techniques or anything."
31184,"My wife tells me she wants me to surprise her with a gift that will take her breath away. I'm thinking about getting her a treadmill."
31185,"Celebrity divorce statements remind us of the names they gave their kids. ""We want to focus on raising our children, Shoe and Turbo Pickle."""
31186,"It's spooky how many kids look like their owners."
31187,"""What a nut job"" I exclaimed, on my first day as President of Almonds"
31188,"All I'm saying is God wouldn't have given me this wild hair if he didn't want me to store stuff in it. *baby hedgehog peaks out*"
31189,"Although I'm not exactly overjoyed with my single status. I thank God I'm not married to the obviously married guy hitting on me."
31190,"So I listened to some LL Cool J then kept licking my lips like he does. I found myself in HR. Good thing I wasn't listening to KISS."
31191,"Give a man a subtweet and he'll be like ""is this about me?"" Teach a man to subtweet you'll be like ""is that about me?"""
31192,"If a girl texts you and asks if you think she's fat and you try to respond ""Nooo"" autocorrect changes it to ""Moo"" so that's pretty cool."
31193,"5: ""Mommy why not?"" Me: ""Because you're driving me crazy."" 5: ""How?"" 5: ""How?"" 5: ""How?"" 5: ""How?"" 5: ""How?"" 5: ""How?"" 5: ""How?"" 5: ""How?"""
31194,"I love how Simba acts upset when Mufasa dies as if he didn't just do a choreographed musical number called ""I Just Can't Wait To Be King""."
31195,"I date waitresses so I can ask them if everything is ok when their mouth is full."
31196,"I want to see a pregnancy test commercial where 2 single people high five the shit out of each other because it's negative."
31197,"Unlike a Caterpillar, a whale won't turn into a beautiful butterfly."
31198,"Step aside coffee, this is a job for alcohol."
31199,"Son, your mom and I have been fighting a lot lately and we have decided that *dad piledrives mom into the coffee table* we're gonna go pro."
31200,"Wife: Silent Me: What's wrong? Wife: Nothing Me: Grabs shield and sword"
31201,"Welcome to Cupcake Yoga! NomNomaste."
31202,"Other kids wanted to be astronauts or doctors, when I was little I wanted to be a horse calendar"
31203,"My dad just asked me if Nicki Minaj is claymation. Didn't have an answer."
31204,"Can't get a woman? Rip out your rib and make your own! Critics are raving ""this doesn't work"" and ""I'm bleeding to death""."
31205,"According to MyFitnessPal, I have been dead for 6 weeks."
31206,"If Jay-Z is married to Beyonce and is a multimillionaire and still has 99 problems then there ain't no hope for the rest of us"
31207,"When you get angry at someone count out loud to ten. When you get to eight, throw a punch. Nobody expects that shit."
31208,"Mirror mirror on the wall, can I call you Jim or something cuz I'm not saying mirror mirror on the wall every time. That's just ridiculous"
31209,"The Westboro Baptist Church is planning on picketing Fred Phelps funeral. I'm not sure they even know what they're doing anymore, you guys."
31210,"22 y.o. male seeks woman who will kill spiders for him. Will do sex if required, but mostly please kill spiders"
31211,"So my dad was all ""stop eating my pills"" and then I was like ""stop melting into the floor and spinning multi colored webs you talking lamp"""
31212,"Ever accidentally say 'I love you' to important business customers on the phone? Me too. I MEAN ME NEITHER."
31213,"Good news: Your wit is really mind-blowing Bad news: It's not my mind that I want blown"
31214,"""I got chills, they're multiplying, and I'm losin' control."" Buddy, you got stomach flu."
31215,"Batman Pros: Intelligence, strategist, master fighter, money, Shit shaped like bats, Alfred Cons: Robin"
31216,"I probably should've said, ""Congrats on your 4th child!"" instead of ""Halfway there, OctoMom""."
31217,"Now that my kids are getting older, I'm worried I'll never have the opportunity to leave my wife for the nanny."
31218,"*Frankenstein arrives with his monster at a bodybuilding contest* ""Oh, you meant... you meant it like... ugh. Well that was a waste of time"""
31219,"""I could probz bench press, like, five of you""-me talking to a cool squirrel I just met"
31220,"Life's a piano and I'm wearing boxing gloves"
31221,"I've been a vegetarian for 13 years but if I ever got the chance I would absolutely 100% bite the head off the Geico gecko"
31222,"When rapping in my car, I hold my phone to my ear so passersby think I'm on an intense business call."
31223,"I see dead people. Well technically they're stupid people, but give me a few minutes."
31224,"FYI - so it IS illegal to put a skylight on the 5th floor of an 8th floor apartment building"
31225,"Wrestling is obviously fake. Why would two people fight over a belt when neither of them are wearing pants?"
31226,"*jumps from plane* *forgets parachute* *grabs onto flying squirrel* *lives to tell the tale*"
31227,"Me: Thanks for the sex. Me: You're welcome. Me: Maybe next time we can have another person in the room. Me: That'd be nice."
31228,"what if Spider Man has to stop a crime in the countryside"
31229,"Meth addicts gets all their drug money from the tooth fairy."
31230,"If pulled over, immediately ask the officer if they've been drinking in order to establish dominance."
31231,"Doctors would be pretty cool superheroes except for the fact their weakness is apples."
31232,"Millions of innocent coconuts are murdered each year so you can drink their nutritious blood you insensitive health freak"
31233,"i saw this homeless guy talking to himself and i was like, ""who is he talking to?"" then i thought ""who am I talking to?"""
31234,"Next on CNN, 600 hours of guessing what happened to a plane."
